This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 4 OP portfolios and 4 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
200701    ,27.48    ,25.16    ,58.95    ,52.89    ,41.52    ,65.00    ,73.03    ,85.12    ,91.82    ,77.59   ,100.78   ,105.96    ,80.60   ,102.34   ,121.39   ,119.76  ,7122.44  ,4248.80  ,2880.14  ,2208.43  ,1887.97  ,6661.07  ,2609.51  ,3921.96  ,4405.79  ,4547.34  ,6386.62  ,2688.53  ,4181.88  ,5570.53  ,6845.14  ,4932.53
200702    ,30.11    ,27.04    ,58.12    ,54.01    ,45.67    ,68.86    ,76.80    ,90.28    ,96.79    ,82.46   ,108.08   ,112.25    ,87.73   ,105.24   ,126.16   ,126.74  ,7184.29  ,4567.64  ,3004.34  ,2288.16  ,1993.19  ,6778.20  ,2702.59  ,4172.44  ,4614.14  ,4645.22  ,6415.21  ,2677.50  ,4230.18  ,5624.44  ,6857.37  ,4809.98
200703    ,31.62    ,27.73    ,56.30    ,54.20    ,46.58    ,72.54    ,81.82    ,94.92    ,91.85    ,84.95   ,109.94   ,114.14    ,88.34   ,108.34   ,128.62   ,132.88  ,7123.62  ,4544.96  ,3036.90  ,2293.19  ,2042.30  ,6764.10  ,2698.02  ,4101.70  ,4556.90  ,4681.89  ,6504.03  ,2687.19  ,4305.66  ,5764.52  ,7070.00  ,4934.81
200704    ,35.75    ,30.17    ,61.36    ,57.33    ,50.26    ,78.96    ,92.45   ,102.67    ,96.09    ,89.03   ,116.10   ,114.92    ,90.97   ,110.23   ,134.33   ,136.52  ,7247.55  ,4759.29  ,3082.51  ,2409.38  ,2196.34  ,6907.02  ,2818.45  ,4189.89  ,4735.85  ,4885.49  ,6746.15  ,2818.87  ,4545.91  ,5927.24  ,7693.23  ,5241.42
200705    ,38.37    ,32.40    ,71.26    ,64.50    ,55.94    ,86.24   ,100.80   ,114.06   ,103.70    ,98.27   ,124.70   ,121.33    ,99.02   ,115.19   ,142.68   ,146.51  ,7603.58  ,4874.84  ,3136.94  ,2524.03  ,2260.20  ,7085.68  ,2939.89  ,4452.88  ,4905.50  ,5050.12  ,7126.11  ,2993.59  ,4951.70  ,6347.44  ,7990.90  ,5385.53
200706    ,41.07    ,34.24    ,75.65    ,70.95    ,69.07   ,102.71   ,122.47   ,122.03   ,110.93   ,102.60   ,133.01   ,131.13   ,101.18   ,119.26   ,149.99   ,156.29  ,7719.41  ,4968.99  ,3244.28  ,2643.59  ,2325.18  ,7236.65  ,3031.45  ,4504.51  ,5005.20  ,5062.64  ,6980.30  ,3073.23  ,4930.67  ,6763.81  ,8464.91  ,5389.25
200707    ,42.14    ,54.90    ,60.77    ,73.44    ,59.18    ,86.15    ,97.35   ,104.63    ,82.36   ,105.12   ,109.62   ,151.34    ,80.94   ,141.70   ,137.75   ,150.81  ,2054.61  ,4211.69  ,2980.96  ,1654.26  ,2811.87  ,6536.26  ,2876.92  ,2567.54  ,4587.96  ,8330.95  ,2085.62  ,2677.07  ,4932.09 ,12818.63  ,3877.51  ,4024.41
200708    ,47.67    ,55.74    ,61.25    ,73.83    ,61.95    ,91.85   ,107.99   ,108.81    ,83.96   ,114.76   ,115.84   ,150.24    ,82.26   ,145.43   ,142.96   ,150.92  ,2029.38  ,4335.24  ,3049.50  ,1655.16  ,2753.85  ,6819.43  ,2910.26  ,2701.38  ,4671.41  ,8536.12  ,2266.70  ,2719.23  ,4770.95 ,12776.30  ,3927.55  ,4350.75
200709    ,39.82    ,47.28    ,49.40    ,60.96    ,53.42    ,79.22    ,88.37    ,89.70    ,71.80   ,100.66    ,99.61   ,133.32    ,72.72   ,130.56   ,129.67   ,134.11  ,1901.02  ,4271.64  ,2857.48  ,1503.93  ,2600.04  ,6867.73  ,2794.85  ,2437.96  ,4670.96  ,8477.72  ,2200.48  ,2569.88  ,4314.98 ,12623.31  ,3927.78  ,4240.38
200710    ,41.00    ,51.68    ,54.03    ,65.88    ,60.06    ,87.49    ,96.70   ,102.94    ,79.21   ,110.86   ,107.50   ,143.61    ,77.16   ,137.83   ,139.21   ,148.03  ,2041.01  ,4777.96  ,3141.68  ,1690.04  ,2941.38  ,7763.52  ,3080.97  ,2732.78  ,5078.07  ,9218.84  ,2307.96  ,3008.17  ,4763.87 ,14971.92  ,4549.85  ,5221.14
200711    ,44.15    ,56.79    ,62.12    ,73.85    ,67.10    ,89.23   ,105.57   ,113.47    ,81.43   ,113.70   ,109.56   ,143.66    ,81.80   ,141.36   ,144.21   ,161.39  ,2367.39  ,5193.70  ,3524.69  ,1826.42  ,3122.41  ,8502.25  ,3362.49  ,2873.22  ,5204.94 ,10082.06  ,2455.20  ,3337.84  ,5164.42 ,16079.34  ,5093.01  ,6120.60
200712    ,40.01    ,53.77    ,57.57    ,67.20    ,59.82    ,84.25    ,98.04   ,103.02    ,74.06   ,105.99   ,100.06   ,129.15    ,75.17   ,131.26   ,132.47   ,139.93  ,2313.86  ,4870.73  ,3382.01  ,1741.87  ,2987.04  ,8156.30  ,3169.41  ,2550.29  ,4943.13  ,9280.51  ,2445.06  ,3103.41  ,4816.32 ,15149.72  ,4677.72  ,5600.51
200801    ,38.79    ,50.51    ,55.25    ,65.39    ,56.22    ,81.22    ,94.55   ,104.39    ,75.84   ,108.87    ,95.93   ,123.00    ,73.03   ,131.70   ,132.88   ,137.32  ,2204.85  ,4768.25  ,3331.26  ,1730.67  ,3173.33  ,8072.25  ,3332.42  ,2445.47  ,4968.02  ,9230.00  ,2402.66  ,3332.05  ,4363.14 ,14225.41  ,4608.64  ,5478.82
200802    ,32.18    ,41.98    ,44.75    ,52.04    ,46.62    ,70.63    ,77.90    ,88.49    ,62.00    ,91.91    ,84.14   ,101.05    ,62.66   ,119.71   ,116.53   ,111.81  ,1993.05  ,4177.42  ,2991.04  ,1469.41  ,2982.44  ,7286.16  ,2884.19  ,2167.89  ,4661.20  ,8432.74  ,2057.58  ,2762.20  ,4029.45 ,13243.92  ,4011.22  ,4621.38
200803    ,35.06    ,49.29    ,48.43    ,56.67    ,49.21    ,72.64    ,78.73    ,94.62    ,67.53    ,95.00    ,87.95   ,108.64    ,64.24   ,123.92   ,120.02   ,113.13  ,1968.19  ,4269.04  ,2854.74  ,1663.76  ,3054.54  ,7381.34  ,2900.49  ,2037.38  ,4785.44  ,8093.73  ,2187.05  ,2977.21  ,4362.69 ,13977.16  ,4407.79  ,4841.41
200804    ,29.84    ,45.08    ,41.30    ,49.39    ,42.94    ,66.30    ,68.80    ,87.21    ,63.81    ,87.68    ,80.70    ,96.54    ,58.24   ,113.05   ,110.45   ,100.19  ,1890.27  ,4019.01  ,2734.33  ,1466.13  ,2778.99  ,7429.33  ,2730.15  ,1849.38  ,4737.34  ,7838.45  ,2072.42  ,2794.55  ,4048.11 ,12928.39  ,4122.08  ,4386.82
200805    ,30.10    ,51.97    ,43.80    ,52.35    ,43.90    ,67.90    ,72.99    ,90.29    ,68.64    ,91.42    ,80.50   ,104.33    ,60.44   ,115.71   ,113.69   ,103.31  ,1942.38  ,4426.76  ,2924.92  ,1639.79  ,2914.48  ,7952.93  ,2896.57  ,2031.51  ,4923.82  ,8311.91  ,2125.70  ,3075.85  ,4254.68 ,14732.99  ,4385.93  ,4627.03
200806    ,32.38    ,63.15    ,45.58    ,62.46    ,44.62    ,73.54    ,74.04   ,104.12    ,72.40    ,93.49    ,80.65   ,103.48    ,59.27   ,117.01   ,116.57   ,106.48  ,1971.65  ,4246.72  ,2902.87  ,1948.57  ,2915.62  ,8058.31  ,3144.06  ,1909.29  ,5163.80  ,8255.79  ,2051.28  ,3296.09  ,3975.24 ,15537.95  ,4697.45  ,4528.19
200807    ,31.86    ,34.53    ,51.81    ,59.02    ,51.74    ,86.26    ,94.14    ,77.70    ,74.89    ,96.79   ,107.58   ,119.47    ,96.91   ,121.38   ,109.33   ,147.38  ,2868.77  ,6229.94  ,4177.73  ,2395.65  ,1579.69  ,8315.68  ,3639.54  ,4067.75  ,5114.91  ,4604.56  ,5790.39  ,2122.99  ,4055.07  ,8727.28 ,10693.66  ,7425.40
200808    ,29.14    ,29.52    ,43.64    ,49.48    ,46.59    ,78.10    ,82.82    ,66.25    ,71.88    ,92.41    ,98.45   ,108.13    ,96.28   ,117.88   ,104.63   ,137.65  ,2537.68  ,6397.72  ,4219.17  ,1982.88  ,1538.50  ,8271.98  ,3551.55  ,3713.73  ,5054.50  ,4293.86  ,5706.68  ,1943.48  ,4031.12  ,8205.75  ,9730.85  ,6875.25
200809    ,26.01    ,26.74    ,38.67    ,40.98    ,39.85    ,68.53    ,68.43    ,54.44    ,66.24    ,83.63    ,86.95    ,92.80    ,87.83   ,110.30    ,96.07   ,126.06  ,2404.22  ,6076.55  ,3748.36  ,1717.82  ,1437.57  ,7791.86  ,3162.36  ,3246.86  ,4827.95  ,3948.86  ,5423.42  ,1706.17  ,3711.28  ,8139.37  ,9282.22  ,6038.66
200810    ,20.60    ,21.22    ,27.97    ,29.45    ,32.16    ,54.95    ,52.66    ,40.41    ,54.97    ,70.60    ,69.85    ,73.38    ,72.49    ,92.81    ,80.41    ,97.58  ,1959.90  ,4464.68  ,2887.14  ,1191.82  ,1253.50  ,6754.64  ,2536.65  ,2491.19  ,4368.71  ,3428.60  ,4964.38  ,1211.21  ,3397.90  ,7273.40  ,7164.38  ,4503.14
200811    ,13.68    ,12.81    ,16.03    ,19.08    ,21.38    ,37.13    ,31.33    ,25.17    ,40.87    ,52.25    ,47.11    ,45.71    ,51.08    ,68.03    ,55.61    ,60.08  ,1516.52  ,3644.15  ,2274.74   ,777.21  ,1005.88  ,5010.91  ,1822.32  ,1911.93  ,3242.64  ,2470.18  ,3799.96   ,724.64  ,2671.38  ,5450.38  ,5219.61  ,3260.34
200812    ,12.53    ,12.37    ,14.34    ,16.24    ,20.91    ,35.30    ,29.48    ,23.31    ,37.84    ,49.51    ,43.92    ,43.88    ,48.02    ,61.08    ,50.80    ,52.74  ,1431.88  ,3514.13  ,2072.26   ,694.68   ,745.96  ,4540.52  ,1824.16  ,1914.39  ,3229.03  ,2252.60  ,3352.64   ,652.31  ,2571.34  ,5067.49  ,5074.01  ,2416.28
200901    ,12.96    ,12.50    ,15.94    ,19.26    ,22.72    ,39.46    ,36.02    ,27.40    ,40.74    ,53.67    ,47.06    ,49.46    ,49.64    ,66.47    ,53.68    ,57.61  ,1480.34  ,3780.28  ,2353.60   ,781.33   ,795.22  ,4775.97  ,1957.82  ,2149.81  ,3342.87  ,2464.34  ,3361.82   ,795.10  ,2730.54  ,5392.40  ,5630.69  ,2555.02
200902    ,11.90    ,11.45    ,14.65    ,17.09    ,21.83    ,39.14    ,34.27    ,25.66    ,39.13    ,50.05    ,42.70    ,46.01    ,45.58    ,60.01    ,48.54    ,51.85  ,1437.02  ,3850.14  ,2083.11   ,711.72   ,741.49  ,4628.17  ,1873.61  ,1937.50  ,3155.11  ,2164.97  ,3080.19   ,754.08  ,2440.17  ,4922.85  ,4932.26  ,2351.08
200903    ,12.22    ,11.20    ,15.57    ,17.27    ,20.84    ,39.98    ,33.67    ,27.36    ,38.20    ,47.95    ,42.06    ,45.39    ,40.38    ,57.48    ,47.45    ,49.82  ,1346.20  ,3371.55  ,1880.79   ,749.20   ,682.50  ,4224.06  ,1665.48  ,1828.94  ,2998.44  ,2008.40  ,3021.00   ,700.05  ,2263.23  ,4717.23  ,4864.89  ,2404.21
200904    ,14.28    ,13.02    ,17.33    ,20.20    ,21.59    ,40.77    ,36.16    ,32.15    ,40.28    ,48.71    ,43.94    ,47.29    ,44.31    ,58.95    ,50.26    ,56.40  ,1475.79  ,3876.83  ,2120.24   ,815.37   ,754.14  ,4359.23  ,1874.09  ,2087.23  ,3117.55  ,2262.59  ,3484.21   ,831.59  ,2355.34  ,4981.34  ,5720.16  ,2885.53
200905    ,16.36    ,14.49    ,19.19    ,23.39    ,23.77    ,45.58    ,39.09    ,37.44    ,44.41    ,55.21    ,49.68    ,55.68    ,49.16    ,64.61    ,58.40    ,66.18  ,1648.78  ,4601.00  ,2477.64   ,920.16   ,793.35  ,5163.68  ,2237.13  ,2367.59  ,3310.28  ,2613.78  ,3922.84  ,1021.55  ,2627.30  ,5394.54  ,6239.44  ,3480.52
200906    ,20.43    ,21.06    ,27.11    ,29.14    ,30.74    ,58.96    ,50.34    ,50.32    ,55.76    ,69.57    ,64.78    ,74.65    ,59.36    ,78.51    ,73.83    ,88.53  ,1900.90  ,5689.27  ,3272.46  ,1187.66   ,959.28  ,6300.98  ,2790.77  ,2831.76  ,3639.78  ,3033.36  ,4269.60  ,1302.26  ,2786.86  ,6005.25  ,7221.02  ,4036.93
200907    ,19.94    ,27.15    ,28.39    ,33.99    ,52.81    ,41.61    ,48.21    ,52.89    ,72.63    ,66.15    ,77.75    ,80.15    ,76.50    ,84.66    ,98.75    ,94.71  ,2758.35  ,4183.34  ,4087.35  ,1432.68  ,2613.80  ,5137.84  ,6748.13  ,2916.55  ,3469.76  ,5621.45  ,8443.87  ,2328.14  ,4385.18  ,4380.26  ,3797.22  ,7733.78
200908    ,21.16    ,30.61    ,31.93    ,37.47    ,60.38    ,44.93    ,55.23    ,59.02    ,82.98    ,74.89    ,87.87    ,91.46    ,88.88    ,97.04   ,114.00   ,106.69  ,3073.53  ,4667.01  ,4886.26  ,1634.38  ,2972.26  ,5823.45  ,7639.21  ,3347.65  ,3726.44  ,6269.92  ,9638.35  ,2651.61  ,5135.40  ,4816.07  ,4134.53  ,8710.02
200909    ,20.38    ,31.00    ,32.74    ,37.07    ,54.89    ,47.18    ,54.73    ,62.61    ,83.50    ,77.80    ,90.98    ,87.55    ,92.60   ,105.61   ,120.56   ,119.75  ,3083.48  ,4396.55  ,4473.52  ,1591.37  ,2860.87  ,5716.86  ,7621.08  ,3373.98  ,3798.33  ,6153.15 ,10592.69  ,2849.78  ,4991.57  ,4721.43  ,4351.37  ,8809.05
200910    ,23.17    ,34.45    ,37.10    ,42.64    ,58.30    ,50.93    ,61.57    ,69.05    ,87.74    ,84.92    ,96.06    ,91.54    ,96.72   ,114.39   ,130.34   ,133.38  ,3288.47  ,4829.57  ,4792.98  ,1704.14  ,3040.52  ,6013.82  ,8588.92  ,3651.35  ,4013.35  ,6509.05 ,11959.73  ,3112.45  ,5418.63  ,5062.30  ,4722.15  ,9497.21
200911    ,24.25    ,35.45    ,38.73    ,44.89    ,61.82    ,51.60    ,63.56    ,69.34    ,92.15    ,86.63   ,101.19    ,93.98   ,102.55   ,117.49   ,132.94   ,131.90  ,3376.08  ,4959.94  ,5033.35  ,1772.71  ,3094.93  ,6037.93  ,8694.13  ,3791.74  ,4115.22  ,6411.05 ,12047.54  ,3026.88  ,5623.82  ,5175.19  ,4663.04  ,9455.96
200912    ,25.12    ,37.07    ,40.11    ,49.29    ,66.21    ,53.07    ,65.08    ,73.60    ,98.63    ,91.05   ,107.24    ,96.64   ,101.78   ,120.19   ,137.06   ,132.94  ,3603.10  ,5183.55  ,4908.69  ,1877.81  ,3027.72  ,6080.69  ,8581.67  ,3991.39  ,4170.41  ,6533.30 ,11899.75  ,3078.12  ,5954.18  ,5451.57  ,4716.35 ,10165.12
201001    ,24.65    ,32.80    ,41.82    ,49.80    ,66.64    ,51.34    ,66.26    ,71.12   ,103.37    ,94.45   ,111.01    ,96.83   ,107.90   ,122.72   ,141.17   ,140.49  ,3773.03  ,5293.51  ,5009.94  ,1896.58  ,3147.26  ,6294.12  ,8686.37  ,4060.06  ,4196.77  ,6967.79 ,12154.83  ,3146.18  ,6125.28  ,5543.44  ,4759.13 ,10354.57
201002    ,25.05    ,30.80    ,40.80    ,50.35    ,64.67    ,49.51    ,62.78    ,68.46   ,102.16    ,92.34   ,108.30    ,92.90   ,111.82   ,120.83   ,138.52   ,134.32  ,3507.52  ,4817.91  ,4381.54  ,1643.01  ,3067.49  ,6045.42  ,7960.20  ,3628.47  ,4012.49  ,6569.81 ,11677.16  ,2995.15  ,5663.60  ,5204.74  ,4433.58  ,9548.81
201003    ,25.14    ,29.86    ,39.77    ,50.40    ,65.58    ,49.72    ,62.46    ,68.06   ,105.91    ,94.67   ,109.78    ,93.78   ,111.90   ,121.86   ,140.19   ,133.36  ,3494.57  ,4975.33  ,4644.22  ,1676.77  ,3179.04  ,6043.21  ,8136.99  ,3854.39  ,4065.61  ,6694.62 ,12206.51  ,2978.79  ,5763.57  ,5024.27  ,4544.36 ,10009.77
201004    ,26.55    ,32.54    ,41.28    ,55.13    ,69.65    ,52.38    ,64.83    ,74.42   ,115.73   ,101.69   ,113.92   ,108.94   ,124.79   ,130.03   ,148.60   ,142.21  ,3673.66  ,5266.50  ,4879.39  ,1814.11  ,3291.33  ,6686.79  ,8793.11  ,4257.04  ,4213.83  ,6895.62 ,13264.01  ,3216.62  ,6221.82  ,5340.50  ,4904.59 ,10924.93
201005    ,28.08    ,31.97    ,42.98    ,55.06    ,72.88    ,54.49    ,66.16    ,76.03   ,114.05   ,106.41   ,119.71   ,108.35   ,135.10   ,134.98   ,154.36   ,148.31  ,3728.32  ,5166.56  ,4694.25  ,1749.61  ,3233.68  ,6898.38  ,8869.73  ,4243.17  ,4338.86  ,7022.01 ,13395.37  ,3295.77  ,6075.69  ,5607.36  ,4907.44 ,10473.95
201006    ,22.83    ,26.34    ,36.45    ,44.38    ,62.21    ,46.96    ,54.99    ,63.95   ,101.19    ,90.39   ,106.63    ,90.18   ,112.53   ,116.31   ,133.11   ,119.00  ,3396.76  ,4748.60  ,4317.47  ,1539.16  ,2816.62  ,6444.45  ,7889.45  ,3804.74  ,3902.79  ,6439.52 ,10935.99  ,2741.57  ,5260.98  ,4889.96  ,4245.74  ,8928.55
201007    ,24.32    ,40.22    ,29.38    ,39.90    ,42.28    ,48.20    ,61.09    ,70.33   ,100.58    ,95.18   ,104.64   ,116.61    ,50.16    ,99.17   ,113.47   ,111.87  ,1948.10  ,3046.23  ,2141.05  ,2059.40  ,1730.89  ,9052.62  ,5004.52  ,3512.01  ,6047.93  ,4650.60  ,5798.63 ,10849.99  ,3095.98  ,8763.68  ,4293.68  ,2364.38
201008    ,28.12    ,44.49    ,32.33    ,45.89    ,44.89    ,52.20    ,69.59    ,74.56   ,104.67   ,102.38   ,112.46   ,119.89    ,54.21   ,108.65   ,123.20   ,121.44  ,2153.07  ,3310.06  ,2282.67  ,2191.63  ,1879.04  ,9924.24  ,5329.67  ,3734.94  ,6612.07  ,5271.39  ,6230.68 ,12166.69  ,3370.76  ,9789.43  ,4560.00  ,2568.96
201009    ,28.37    ,45.23    ,32.36    ,44.10    ,46.63    ,52.13    ,68.94    ,73.42    ,99.23   ,101.78   ,111.52   ,115.94    ,53.57   ,109.50   ,121.21   ,120.93  ,2158.98  ,3373.42  ,2229.27  ,2342.93  ,1859.66  ,9848.50  ,5282.15  ,3757.98  ,6620.51  ,5165.45  ,6310.92 ,11958.36  ,3289.00  ,8940.86  ,4552.49  ,2506.26
201010    ,34.00    ,51.83    ,39.87    ,54.40    ,51.77    ,60.55    ,81.46    ,86.83   ,106.01   ,112.42   ,124.77   ,128.82    ,60.73   ,124.01   ,137.69   ,139.61  ,2417.24  ,3994.47  ,2507.90  ,2602.18  ,2088.64 ,11221.99  ,5854.04  ,4199.19  ,7171.71  ,6003.18  ,7066.04 ,13212.86  ,3788.89  ,9943.10  ,5036.77  ,2804.69
201011    ,37.82    ,55.20    ,39.17    ,59.49    ,54.13    ,64.49    ,87.24    ,90.99   ,109.22   ,118.62   ,129.09   ,133.11    ,62.71   ,129.94   ,143.25   ,146.87  ,2564.83  ,4066.65  ,2626.34  ,2774.03  ,2099.37 ,11587.97  ,5871.51  ,4468.07  ,7260.69  ,6120.14  ,7943.49 ,13342.74  ,3994.30 ,10711.60  ,5161.01  ,2987.70
201012    ,37.53    ,55.93    ,42.99    ,58.43    ,52.83    ,66.53    ,88.84    ,94.11   ,106.65   ,122.54   ,129.70   ,130.81    ,62.15   ,131.76   ,139.04   ,143.00  ,2555.33  ,3998.23  ,2705.10  ,2547.86  ,2101.13 ,11347.35  ,5975.65  ,4500.41  ,7164.59  ,5979.60  ,8218.27 ,12849.43  ,4106.13 ,10658.58  ,5042.57  ,2850.96
201101    ,45.32    ,64.84    ,47.55    ,69.19    ,55.36    ,73.35    ,97.99   ,104.64   ,105.91   ,126.40   ,140.37   ,137.87    ,67.48   ,141.19   ,148.54   ,155.60  ,2838.35  ,4180.35  ,2826.82  ,2754.61  ,2271.75 ,11859.60  ,6221.68  ,4774.51  ,7485.67  ,6309.50  ,8642.93 ,13813.19  ,4306.92 ,11780.87  ,5434.75  ,3148.32
201102    ,44.16    ,64.88    ,41.82    ,66.58    ,55.99    ,74.73    ,93.83   ,100.36   ,103.93   ,128.49   ,138.64   ,136.04    ,69.06   ,139.40   ,145.86   ,151.85  ,2823.78  ,4317.87  ,2812.34  ,2620.54  ,2289.85 ,12118.68  ,6117.84  ,4584.04  ,7442.37  ,6300.29  ,8752.99 ,13662.51  ,4330.51 ,11368.02  ,5263.26  ,3163.07
201103    ,45.87    ,66.08    ,44.06    ,66.28    ,58.25    ,75.17    ,95.55   ,101.00   ,101.99   ,127.46   ,135.03   ,133.53    ,68.80   ,135.14   ,143.62   ,154.03  ,2814.21  ,4141.41  ,2797.54  ,2494.63  ,2293.61 ,11966.30  ,5804.04  ,4967.19  ,7248.87  ,6374.85  ,8606.19 ,13858.38  ,4188.56 ,11870.50  ,5271.88  ,3162.53
201104    ,45.22    ,66.62    ,43.61    ,67.25    ,61.96    ,74.45    ,95.00   ,103.08   ,100.69   ,127.48   ,136.54   ,134.77    ,69.65   ,135.44   ,146.33   ,156.09  ,2835.88  ,4286.29  ,2800.14  ,2598.81  ,2278.37 ,11976.43  ,6018.80  ,5117.30  ,6983.57  ,6584.03  ,8463.78 ,14329.93  ,4234.86 ,12210.07  ,5422.41  ,3188.87
201105    ,46.56    ,72.12    ,43.23    ,68.63    ,62.06    ,73.76    ,95.93   ,103.80   ,102.93   ,130.82   ,144.29   ,139.64    ,74.80   ,141.91   ,152.03   ,162.61  ,2820.96  ,4250.82  ,2874.53  ,2752.98  ,2377.31 ,12432.75  ,6239.60  ,5307.90  ,7356.48  ,6977.02  ,8827.94 ,15365.26  ,4346.79 ,12879.92  ,5669.51  ,3383.03
201106    ,44.15    ,70.00    ,39.34    ,61.05    ,56.49    ,71.09    ,93.54    ,95.84    ,98.13   ,125.76   ,135.50   ,134.01    ,64.59   ,136.84   ,147.05   ,156.66  ,2781.56  ,4209.41  ,2835.80  ,2516.56  ,2407.57 ,12418.32  ,6193.56  ,5309.77  ,7217.54  ,6811.14  ,8463.26 ,14727.34  ,4278.49 ,12339.16  ,5518.58  ,3314.11
201107    ,35.09    ,38.71    ,50.15    ,53.54    ,62.03    ,65.83    ,81.45   ,105.41    ,90.92   ,116.45   ,116.22   ,156.05    ,98.69   ,129.76   ,158.92   ,164.64  ,2294.65  ,4344.84  ,5309.19  ,2211.10  ,5690.18  ,5941.59  ,8034.49  ,9395.81  ,2720.89 ,12259.79 ,13042.81  ,3204.96  ,8196.93  ,4571.51 ,10164.04  ,4185.42
201108    ,37.46    ,40.26    ,55.17    ,56.74    ,62.24    ,68.24    ,86.74   ,108.82    ,87.61   ,118.84   ,115.81   ,158.67   ,101.34   ,132.98   ,162.07   ,166.90  ,2305.04  ,4512.95  ,5483.88  ,2310.84  ,5593.96  ,6136.47  ,8404.04  ,9777.59  ,2733.71 ,11937.76 ,13329.40  ,3118.90  ,8450.27  ,4529.55 ,10120.54  ,4113.59
201109    ,32.98    ,37.64    ,46.80    ,51.16    ,54.51    ,61.40    ,78.37    ,98.89    ,79.66   ,106.52   ,104.77   ,141.39    ,93.84   ,123.05   ,148.55   ,151.63  ,2120.03  ,4013.03  ,5108.40  ,1996.85  ,5408.01  ,5585.78  ,7801.47  ,8981.98  ,2410.61 ,11403.59 ,12498.67  ,2910.77  ,8088.65  ,4222.05  ,9299.10  ,3860.66
201110    ,26.67    ,29.44    ,36.57    ,40.37    ,44.82    ,49.76    ,63.85    ,78.68    ,66.58    ,92.42    ,88.78   ,117.18    ,79.80   ,103.03   ,126.86   ,124.94  ,1826.19  ,3379.15  ,4197.78  ,1523.09  ,4699.56  ,4864.40  ,6754.39  ,7283.91  ,1954.79  ,9871.86 ,10366.39  ,2326.98  ,7076.44  ,3579.58  ,7445.89  ,3078.64
201111    ,30.09    ,31.37    ,39.47    ,45.75    ,50.23    ,54.96    ,74.04    ,85.22    ,74.40   ,101.39    ,95.83   ,128.18    ,88.63   ,115.11   ,142.08   ,138.55  ,2072.48  ,3806.37  ,4579.67  ,1702.19  ,5579.21  ,5438.06  ,7417.79  ,8421.67  ,2279.21 ,11738.16 ,11856.76  ,2699.80  ,7911.96  ,3960.81  ,8660.21  ,3618.85
201112    ,27.66    ,31.45    ,33.13    ,42.28    ,45.71    ,50.53    ,63.48    ,76.44    ,68.43    ,96.15    ,91.65   ,119.72    ,81.86   ,111.59   ,135.61   ,129.79  ,1922.26  ,3599.85  ,4131.73  ,1578.66  ,5140.76  ,5124.61  ,6755.99  ,7891.93  ,2063.31 ,10761.75 ,11098.65  ,2535.51  ,7756.52  ,3784.87  ,7903.53  ,3268.32
201201    ,26.95    ,27.85    ,31.47    ,37.77    ,43.98    ,49.39    ,59.96    ,73.35    ,69.21    ,92.57    ,90.73   ,116.22    ,79.25   ,109.47   ,132.30   ,122.94  ,1821.91  ,3403.41  ,4354.01  ,1557.24  ,5010.08  ,5134.24  ,6760.25  ,7884.92  ,1989.45 ,10990.32 ,10884.16  ,2435.88  ,7564.43  ,3791.20  ,7791.68  ,3240.09
201202    ,29.14    ,27.67    ,35.87    ,41.57    ,48.03    ,52.09    ,64.68    ,82.62    ,72.73   ,100.28    ,96.51   ,121.50    ,85.38   ,118.68   ,143.18   ,132.46  ,1976.62  ,3988.73  ,4769.81  ,1832.54  ,5320.45  ,5573.53  ,7376.03  ,8660.61  ,2277.60 ,11867.69 ,12076.49  ,2809.72  ,7922.40  ,4023.57  ,8824.63  ,3704.68
201203    ,31.94    ,32.65    ,39.99    ,44.61    ,55.96    ,58.53    ,66.17    ,88.43    ,77.10   ,106.53   ,104.84   ,131.18    ,92.19   ,126.74   ,155.62   ,143.77  ,2032.29  ,4271.73  ,5260.51  ,1929.77  ,5447.56  ,5942.84  ,7879.28  ,8989.17  ,2308.02 ,11899.14 ,12766.96  ,3032.63  ,8325.14  ,4161.03  ,8937.14  ,3977.22
