This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201509 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
19980707,   0.01
19980708,   0.15
19980709,  -0.15
19980710,  -0.57
19980713,  -0.81
19980714,   0.21
19980715,   0.23
19980716,  -0.09
19980717,  -0.09
19980720,  -0.18
19980721,   0.70
19980722,   0.18
19980723,  -0.15
19980724,  -0.10
19980727,  -0.36
19980728,   0.12
19980729,   0.03
19980730,   0.22
19980731,   0.09
19980803,  -0.52
19980804,   0.26
19980805,   0.00
19980806,   0.72
19980807,   1.93
19980810,  -0.31
19980811,  -0.56
19980812,   0.75
19980813,  -0.68
19980814,  -0.31
19980817,   0.21
19980818,   1.19
19980819,   0.18
19980820,  -0.47
19980821,  -0.49
19980824,  -0.64
19980825,  -0.28
19980826,  -1.34
19980827,  -1.41
19980828,  -0.38
19980831,  -1.85
19980901,   3.17
19980902,   2.24
19980903,  -1.61
19980904,  -0.29
19980908,   2.61
19980909,  -1.09
19980910,  -1.41
19980911,   1.25
19980914,   1.40
19980915,  -0.07
19980916,   1.55
19980917,  -0.86
19980918,  -0.28
19980921,  -0.95
19980922,  -0.09
19980923,   1.61
19980924,  -0.22
19980925,   0.35
19980928,   0.10
19980929,  -0.54
19980930,   0.74
19981001,   0.78
19981002,   0.32
19981005,  -1.49
19981006,  -0.33
19981007,  -1.32
19981008,  -0.64
19981009,   5.72
19981012,   3.47
19981013,  -0.76
19981014,   0.93
19981015,   3.51
19981016,   2.82
19981019,   2.02
19981020,   1.46
19981021,   2.14
19981022,   1.18
19981023,   0.72
19981026,   1.13
19981027,   0.67
19981028,   0.72
19981029,   0.25
19981030,   0.61
19981102,  -0.07
19981103,   1.02
19981104,  -1.03
19981105,   0.03
19981106,  -0.28
19981109,   0.29
19981110,   0.69
19981111,   0.34
19981112,   1.12
19981113,   0.56
19981116,  -0.14
19981117,  -0.10
19981118,  -0.36
19981119,   0.00
19981120,   0.46
19981123,  -0.83
19981124,   0.00
19981125,  -0.45
19981127,  -1.25
19981130,   0.70
19981201,  -0.23
19981202,   0.13
19981203,   0.53
19981204,  -0.08
19981207,  -0.06
19981208,  -0.62
19981209,  -0.03
19981210,   0.73
19981211,  -0.54
19981214,   1.64
19981215,  -0.39
19981216,   0.09
19981217,   0.35
19981218,  -0.78
19981221,  -1.65
19981222,   0.59
19981223,   0.14
19981224,   0.86
19981228,  -0.58
19981229,  -0.16
19981230,   1.12
19981231,   1.09
19990104,   2.23
19990105,   0.78
19990106,  -0.05
19990107,  -0.66
19990108,  -0.54
19990111,  -1.01
19990112,   1.13
19990113,   1.29
19990114,   0.48
19990115,  -0.53
19990119,  -1.55
19990120,  -0.59
19990121,   1.29
19990122,   0.72
19990125,   0.46
19990126,   0.04
19990127,   0.24
19990128,  -1.34
19990129,  -0.58
19990201,  -0.13
19990202,   0.43
19990203,   0.03
19990204,   0.89
19990205,   0.86
19990208,   0.07
19990209,   1.11
19990210,   0.30
19990211,   0.56
19990212,  -0.06
19990216,  -0.95
19990217,  -0.46
19990218,   0.37
19990219,   0.84
19990222,   0.34
19990223,   0.58
19990224,   0.15
19990225,   0.02
19990226,  -0.99
19990301,   0.41
19990302,  -0.82
19990303,   0.32
19990304,  -0.30
19990305,   0.19
19990308,   0.73
19990309,  -0.62
19990310,  -0.50
19990311,  -0.74
19990312,  -0.21
19990315,   0.40
19990316,   1.05
19990317,   0.30
19990318,  -0.97
19990319,  -0.41
19990322,  -0.90
19990323,   0.46
19990324,   0.88
19990325,  -0.50
19990326,   0.03
19990329,  -0.49
19990330,  -0.06
19990331,   0.58
19990401,   0.43
19990405,  -1.77
19990406,  -0.38
19990407,  -0.12
19990408,  -0.02
19990409,   0.08
19990412,  -0.58
19990413,  -0.45
19990414,   2.39
19990415,   1.06
19990416,  -0.13
19990419,   1.43
19990420,   2.24
19990421,   0.55
19990422,   0.31
19990423,   0.74
19990426,  -0.50
19990427,   0.24
19990428,   0.03
19990429,  -0.93
19990430,   0.12
19990503,  -0.26
19990504,  -0.49
19990505,   1.21
19990506,   0.02
19990507,   0.14
19990510,   0.17
19990511,   0.96
19990512,   1.16
19990513,  -0.57
19990514,   0.29
19990517,   0.52
19990518,  -0.24
19990519,  -0.03
19990520,  -0.17
19990521,  -0.63
19990524,  -0.50
19990525,  -0.53
19990526,   1.18
19990527,   0.09
19990528,   1.00
19990601,  -0.06
19990602,   0.22
19990603,   0.12
19990604,   0.33
19990607,   0.37
19990608,   0.84
19990609,   0.12
19990610,  -0.27
19990611,  -0.15
19990614,  -1.07
19990615,  -0.09
19990616,   1.95
19990617,   0.49
19990618,  -0.31
19990621,   0.34
19990622,   0.66
19990623,  -0.03
19990624,   0.71
19990625,  -0.36
19990628,  -0.59
19990629,   0.28
19990630,  -0.71
19990701,   1.54
19990702,  -0.15
19990706,   0.20
19990707,  -0.47
19990708,  -0.30
19990709,   0.17
19990712,   0.10
19990713,   0.16
19990714,  -0.43
19990715,  -0.17
19990716,   0.00
19990719,   0.39
19990720,   1.79
19990721,   0.47
19990722,   0.97
19990723,   0.31
19990726,   0.43
19990727,  -0.16
19990728,   0.48
19990729,  -0.10
19990730,  -0.16
19990802,  -0.41
19990803,  -0.93
19990804,  -1.34
19990805,   0.84
19990806,  -0.24
19990809,  -0.84
19990810,  -0.34
19990811,   0.78
19990812,   0.94
19990813,   1.73
19990816,   0.44
19990817,   0.86
19990818,   0.74
19990819,  -0.16
19990820,  -0.66
19990823,  -0.15
19990824,  -0.19
19990825,   0.46
19990826,   0.53
19990827,  -0.17
19990830,  -0.17
19990831,  -0.75
19990901,   0.68
19990902,  -0.36
19990903,  -0.31
19990907,  -0.26
19990908,  -0.22
19990909,  -0.27
19990910,  -0.53
19990913,   0.53
19990914,  -0.11
19990915,   0.82
19990916,  -0.09
19990917,  -0.44
19990920,  -0.98
19990921,   0.38
19990922,  -0.41
19990923,   1.09
19990924,   0.47
19990927,  -0.22
19990928,  -0.45
19990929,   0.59
19990930,  -0.25
19991001,   0.77
19991004,  -0.34
19991005,  -0.04
19991006,   0.22
19991007,   0.46
19991008,  -0.91
19991011,   0.76
19991012,   0.11
19991013,   0.08
19991014,   0.47
19991015,   0.51
19991018,  -0.61
19991019,  -0.78
19991020,  -0.18
19991021,  -1.44
19991022,   0.42
19991025,   0.77
19991026,   0.83
19991027,  -1.13
19991028,  -0.23
19991029,   0.03
19991101,  -0.33
19991102,  -0.12
19991103,  -0.33
19991104,  -0.44
19991105,  -0.76
19991108,   0.40
19991109,   0.59
19991110,  -0.06
19991111,  -0.18
19991112,  -0.34
19991115,  -0.07
19991116,  -0.81
19991117,   0.62
19991118,  -0.63
19991119,   0.40
19991122,   0.45
19991123,   0.73
19991124,   0.04
19991126,  -0.76
19991129,  -0.34
19991130,   2.58
19991201,  -0.71
19991202,  -1.30
19991203,  -0.46
19991206,  -1.95
19991207,  -1.61
19991208,  -1.13
19991209,  -0.83
19991210,   0.18
19991213,  -0.87
19991214,   1.10
19991215,   0.56
19991216,  -0.43
19991217,  -0.39
19991220,  -0.89
19991221,  -0.91
19991222,   0.04
19991223,   1.00
19991227,  -0.35
19991228,  -0.35
19991229,  -0.09
19991230,   0.39
19991231,  -0.30
20000103,   0.72
20000104,   1.62
20000105,   1.15
20000106,   0.75
20000107,  -0.65
20000110,  -1.01
20000111,   0.61
20000112,   0.90
20000113,   0.28
20000114,  -0.89
20000118,  -1.71
20000119,  -0.60
20000120,  -0.83
20000121,  -1.34
20000124,   0.29
20000125,  -0.04
20000126,   1.30
20000127,   0.99
20000128,   0.54
20000131,   0.36
20000201,   0.68
20000202,  -0.10
20000203,  -0.20
20000204,  -0.83
20000207,  -1.84
20000208,  -0.64
20000209,  -0.71
20000210,  -1.55
20000211,  -0.07
20000214,  -0.34
20000215,   1.07
20000216,  -1.11
20000217,  -2.07
20000218,  -0.31
20000222,   0.23
20000223,  -1.34
20000224,  -1.95
20000225,  -0.24
20000228,   0.66
20000229,  -1.81
20000301,  -0.79
20000302,   0.37
20000303,  -1.04
20000306,  -2.30
20000307,  -0.72
20000308,   1.33
20000309,  -0.13
20000310,  -0.46
20000313,   1.45
20000314,   2.63
20000315,   5.29
20000316,   2.29
20000317,  -0.53
20000320,   0.14
20000321,  -0.26
20000322,   0.80
20000323,  -0.03
20000324,  -0.12
20000327,   0.14
20000328,   0.71
20000329,  -1.35
20000330,  -1.20
20000331,   1.20
20000403,  -3.60
20000404,  -0.97
20000405,   1.85
20000406,   2.88
20000407,   3.13
20000410,  -4.01
20000411,  -3.88
20000412,  -6.50
20000413,  -0.96
20000414,  -4.29
20000417,   2.13
20000418,   7.35
20000419,   0.75
20000420,  -1.25
20000424,  -4.21
20000425,   4.15
20000426,  -0.42
20000427,   2.15
20000428,   2.06
20000501,   3.16
20000502,  -1.23
20000503,  -0.14
20000504,  -0.77
20000505,   0.58
20000508,  -1.55
20000509,  -1.19
20000510,  -2.61
20000511,   1.39
20000512,   0.45
20000515,   0.44
20000516,   0.24
20000517,  -0.25
20000518,  -0.54
20000519,  -0.51
20000522,  -0.24
20000523,  -1.11
20000524,   0.53
20000525,   0.39
20000526,  -0.35
20000530,   4.51
20000531,  -0.63
20000601,   3.16
20000602,   3.95
20000605,   1.92
20000606,   0.85
20000607,   0.35
20000608,   0.07
20000609,  -0.30
20000612,   0.32
20000613,   0.11
20000614,   0.88
20000615,   0.23
20000616,  -0.43
20000619,  -1.29
20000620,  -1.19
20000621,  -0.67
20000622,   1.50
20000623,   1.28
20000626,  -0.65
20000627,   1.17
20000628,  -0.04
20000629,  -0.23
20000630,  -0.14
20000703,   2.60
20000705,  -0.28
20000706,   0.29
20000707,   0.07
20000710,  -0.46
20000711,  -0.49
20000712,   0.78
20000713,   1.04
20000714,   0.43
20000717,   0.10
20000718,   0.64
20000719,   1.05
20000720,   0.02
20000721,  -0.44
20000724,   0.59
20000725,  -0.12
20000726,  -0.29
20000727,   0.36
20000728,   0.63
20000731,   0.91
20000801,  -0.12
20000802,   0.22
20000803,   0.08
20000804,  -0.58
20000807,   0.32
20000808,  -0.36
20000809,   0.24
20000810,  -0.71
20000811,  -0.01
20000814,   0.23
20000815,   0.67
20000816,   0.89
20000817,   0.09
20000818,   0.69
20000821,   0.79
20000822,  -0.31
20000823,   0.18
20000824,   0.15
20000825,   0.55
20000828,  -0.37
20000829,   0.26
20000830,  -0.13
20000831,  -1.37
20000901,   0.03
20000905,   0.75
20000906,   1.15
20000907,  -0.64
20000908,   1.09
20000911,   0.29
20000912,   0.00
20000913,   0.24
20000914,  -0.63
20000915,  -0.32
20000918,   0.06
20000919,   1.41
20000920,  -0.95
20000921,  -0.69
20000922,  -1.91
20000925,  -1.56
20000926,  -1.41
20000927,  -1.07
20000928,   1.19
20000929,  -1.21
20001002,  -0.97
20001003,  -1.28
20001004,   1.99
20001005,  -2.41
20001006,  -0.79
20001009,   0.26
20001010,  -2.12
20001011,  -1.45
20001012,  -1.27
20001013,   5.70
20001016,  -1.21
20001017,  -2.72
20001018,  -0.41
20001019,   6.01
20001020,   2.35
20001023,   0.94
20001024,   0.35
20001025,  -2.50
20001026,   1.03
20001027,  -0.21
20001030,  -2.00
20001031,   4.28
20001101,   0.59
20001102,   1.17
20001103,   1.02
20001106,   0.17
20001107,   0.03
20001108,   0.43
20001109,   0.25
20001110,   0.03
20001113,   0.43
20001114,   2.57
20001115,   0.16
20001116,  -0.89
20001117,  -0.15
20001120,  -2.19
20001121,  -0.79
20001122,  -2.42
20001124,   2.53
20001127,  -0.15
20001128,  -2.47
20001129,  -1.40
20001130,  -1.59
20001201,   2.65
20001204,  -1.97
20001205,   6.66
20001206,  -1.40
20001207,  -1.68
20001208,   3.13
20001211,   2.52
20001212,   1.73
20001213,   0.18
20001214,  -1.08
20001215,  -1.71
20001218,  -2.52
20001219,  -2.75
20001220,  -4.16
20001221,  -1.12
20001222,   3.65
20001226,  -1.13
20001227,   0.23
20001228,   0.09
20001229,   2.07
20010102,   1.58
20010103,   6.97
20010104,  -0.42
20010105,  -0.33
20010108,  -0.89
20010109,   1.02
20010110,   0.73
20010111,   2.42
20010112,   1.44
20010116,   0.86
20010117,   1.27
20010118,   0.96
20010119,  -0.78
20010122,   1.50
20010123,   0.11
20010124,  -0.34
20010125,   2.96
20010126,   0.02
20010129,  -1.31
20010130,   0.25
20010131,   1.14
20010201,   0.44
20010202,   2.08
20010205,   0.80
20010206,  -0.05
20010207,   0.73
20010208,   0.81
20010209,   0.70
20010212,   0.97
20010213,  -0.13
20010214,   0.64
20010215,   1.03
20010216,  -1.79
20010220,  -1.85
20010221,  -1.17
20010222,   0.21
20010223,   0.84
20010226,   1.45
20010227,  -1.84
20010228,  -1.56
20010301,   0.40
20010302,  -1.58
20010305,   0.22
20010306,   2.10
20010307,  -0.35
20010308,  -1.61
20010309,  -2.39
20010312,  -3.25
20010313,   2.80
20010314,  -0.59
20010315,   0.59
20010316,  -1.95
20010319,   2.17
20010320,  -1.46
20010321,  -0.92
20010322,   1.49
20010323,   2.85
20010326,   0.79
20010327,   1.19
20010328,  -0.75
20010329,  -0.96
20010330,   1.36
20010402,  -1.28
20010403,  -3.12
20010404,  -0.58
20010405,   6.95
20010406,  -1.89
20010409,   0.60
20010410,   3.00
20010411,   2.85
20010412,   1.36
20010416,   0.33
20010417,  -0.34
20010418,   2.51
20010419,  -0.04
20010420,   1.01
20010423,   1.25
20010424,  -0.21
20010425,  -0.43
20010426,  -0.41
20010427,   0.77
20010430,  -0.33
20010501,  -0.32
20010502,  -0.72
20010503,   2.16
20010504,  -0.56
20010507,   0.15
20010508,  -0.42
20010509,   1.01
20010510,   0.02
20010511,   0.52
20010514,   0.43
20010515,  -0.21
20010516,  -1.08
20010517,  -0.27
20010518,  -0.28
20010521,   0.13
20010522,   0.43
20010523,   1.63
20010524,  -0.22
20010525,   0.66
20010529,   1.17
20010530,   0.78
20010531,   0.21
20010601,   0.74
20010604,  -0.59
20010605,   0.60
20010606,   0.35
20010607,   0.36
20010608,   0.14
20010611,   0.18
20010612,   0.14
20010613,  -0.11
20010614,   0.09
20010615,  -0.51
20010618,  -1.99
20010619,  -0.40
20010620,  -0.21
20010621,   0.12
20010622,   0.86
20010625,   0.94
20010626,   0.29
20010627,  -0.02
20010628,  -0.58
20010629,   1.51
20010702,   1.49
20010703,   0.21
20010705,  -0.07
20010706,  -0.72
20010709,  -0.18
20010710,  -1.35
20010711,  -0.47
20010712,   1.13
20010713,   0.13
20010716,  -0.95
20010717,  -0.07
20010718,   0.54
20010719,  -0.26
20010720,   0.72
20010723,   0.33
20010724,  -0.15
20010725,  -0.05
20010726,   0.83
20010727,   0.34
20010730,  -0.34
20010731,   0.01
20010801,   0.64
20010802,   0.21
20010803,   0.60
20010806,  -0.13
20010807,   0.21
20010808,  -0.37
20010809,  -0.01
20010810,  -0.39
20010813,  -0.12
20010814,  -0.20
20010815,  -0.80
20010816,   0.07
20010817,  -0.63
20010820,  -0.13
20010821,  -0.76
20010822,   0.21
20010823,  -0.41
20010824,   2.28
20010827,   0.13
20010828,  -0.50
20010829,  -0.44
20010830,  -1.73
20010831,   1.19
20010904,  -1.24
20010905,  -1.41
20010906,  -1.57
20010907,  -0.32
20010910,   0.51
20010917,  -3.59
20010918,  -1.07
20010919,  -0.91
20010920,  -2.59
20010921,   0.60
20010924,   5.35
20010925,  -0.29
20010926,  -2.82
20010927,  -1.47
20010928,   2.34
20011001,  -1.46
20011002,   0.35
20011003,   5.85
20011004,   2.74
20011005,   0.22
20011008,   0.45
20011009,  -0.16
20011010,   3.07
20011011,   4.00
20011012,  -0.11
20011015,  -0.27
20011016,   0.42
20011017,   1.38
20011018,   0.25
20011019,   0.15
20011022,  -1.21
20011023,   0.33
20011024,  -0.21
20011025,  -1.00
20011026,   0.40
20011029,   2.08
20011030,   1.24
20011031,  -0.77
20011101,  -0.81
20011102,  -0.26
20011105,  -0.01
20011106,  -1.04
20011107,  -0.67
20011108,   0.20
20011109,   0.09
20011112,   0.02
20011113,  -0.94
20011114,   0.06
20011115,   0.37
20011116,   0.73
20011119,  -0.85
20011120,   2.59
20011121,   0.67
20011123,  -0.69
20011126,  -1.17
20011127,   0.03
20011128,   1.75
20011129,  -0.73
20011130,   0.03
20011203,   1.33
20011204,  -1.29
20011205,  -2.13
20011206,  -0.43
20011207,   0.97
20011210,   0.68
20011211,  -0.56
20011212,  -0.32
20011213,   1.69
20011214,  -0.08
20011217,   0.19
20011218,   0.30
20011219,   0.84
20011220,   1.33
20011221,  -0.30
20011224,   0.08
20011226,  -0.15
20011227,   0.63
20011228,   0.36
20011231,   0.28
20020102,   1.26
20020103,  -0.33
20020104,  -0.64
20020107,   0.08
20020108,   0.21
20020109,   0.07
20020110,   0.35
20020111,   0.18
20020114,   0.24
20020115,  -0.22
20020116,   0.42
20020117,   0.46
20020118,  -0.49
20020122,  -0.32
20020123,   0.22
20020124,  -0.10
20020125,  -0.01
20020128,  -0.79
20020129,  -0.52
20020130,   0.16
20020131,   0.22
20020201,   0.23
20020204,  -2.04
20020205,  -1.08
20020206,  -0.55
20020207,   0.24
20020208,   1.92
20020211,   0.85
20020212,  -0.13
20020213,   0.24
20020214,  -0.67
20020215,  -1.24
20020219,  -1.20
20020220,   0.13
20020221,  -1.21
20020222,  -0.42
20020225,   0.59
20020226,   0.17
20020227,   0.06
20020228,  -0.82
20020301,   1.79
20020304,   1.49
20020305,   0.74
20020306,   0.09
20020307,   0.20
20020308,   0.58
20020311,  -0.11
20020312,   0.56
20020313,   0.50
20020314,   0.27
20020315,   0.03
20020318,  -0.46
20020319,  -0.42
20020320,   0.33
20020321,   0.56
20020322,   0.59
20020325,   0.62
20020326,   0.09
20020327,  -0.25
20020328,  -0.11
20020401,  -0.56
20020402,   0.50
20020403,   0.27
20020404,   0.16
20020405,  -0.51
20020408,  -0.50
20020409,  -1.10
20020410,  -0.31
20020411,  -1.52
20020412,   0.87
20020415,   0.43
20020416,   1.56
20020417,  -0.35
20020418,   0.32
20020419,  -0.67
20020422,  -0.94
20020423,  -0.64
20020424,  -0.54
20020425,  -0.54
20020426,  -1.01
20020429,  -0.59
20020430,   0.15
20020501,  -0.18
20020502,  -1.02
20020503,  -1.15
20020506,  -1.56
20020507,  -0.52
20020508,   4.69
20020509,  -0.69
20020510,  -0.90
20020513,   1.04
20020514,   2.09
20020515,  -0.06
20020516,   0.42
20020517,   0.74
20020520,  -0.10
20020521,  -0.33
20020522,   0.17
20020523,   0.73
20020524,  -0.04
20020528,   0.27
20020529,  -0.22
20020530,   0.00
20020531,   0.07
20020603,  -0.88
20020604,   0.72
20020605,   0.01
20020606,  -0.33
20020607,  -0.02
20020610,  -0.35
20020611,  -1.75
20020612,  -0.49
20020613,   0.35
20020614,   0.79
20020617,   2.04
20020618,  -0.27
20020619,  -1.73
20020620,  -1.80
20020621,  -0.57
20020624,   1.05
20020625,  -0.73
20020626,  -0.58
20020627,   0.37
20020628,   1.09
20020701,  -1.27
20020702,  -1.14
20020703,   1.62
20020705,   2.92
20020708,  -0.86
20020709,  -1.42
20020710,  -0.88
20020711,   1.87
20020712,   1.20
20020715,   0.59
20020716,   0.99
20020717,   0.61
20020718,  -0.26
20020719,  -0.41
20020722,   0.93
20020723,   0.45
20020724,   1.82
20020725,  -0.08
20020726,   1.76
20020729,   2.14
20020730,   1.39
20020731,   0.59
20020801,  -0.13
20020802,  -0.78
20020805,  -1.36
20020806,   1.81
20020807,  -0.36
20020808,  -0.20
20020809,   0.21
20020812,  -0.43
20020813,   0.29
20020814,   1.25
20020815,   0.83
20020816,   2.16
20020819,   1.68
20020820,   0.12
20020821,   1.01
20020822,   0.33
20020823,   0.67
20020826,   0.33
20020827,   0.35
20020828,   0.02
20020829,  -0.25
20020830,   0.47
20020903,   0.61
20020904,  -0.24
20020905,  -0.22
20020906,   0.27
20020909,  -0.02
20020910,  -0.03
20020911,  -0.20
20020912,  -0.04
20020913,  -0.23
20020916,   0.00
20020917,  -0.28
20020918,  -0.45
20020919,  -0.65
20020920,  -0.23
20020923,  -0.83
20020924,  -0.34
20020925,   1.96
20020926,  -0.56
20020927,  -1.28
20020930,  -0.08
20021001,   1.40
20021002,  -1.49
20021003,  -1.35
20021004,  -1.26
20021007,  -1.68
20021008,   0.65
20021009,  -1.46
20021010,   2.99
20021011,   3.50
20021014,  -0.15
20021015,   3.17
20021016,  -1.46
20021017,   1.24
20021018,   0.43
20021021,   1.39
20021022,   1.05
20021023,   0.77
20021024,   0.87
20021025,   0.16
20021028,   0.09
20021029,   0.90
20021030,  -0.42
20021031,  -0.08
20021101,  -1.04
20021104,  -2.00
20021105,   0.53
20021106,  -0.91
20021107,   2.12
20021108,   0.38
20021111,   1.95
20021112,  -0.59
20021113,   0.22
20021114,  -0.85
20021115,  -0.16
20021118,  -0.29
20021119,   0.67
20021120,  -1.04
20021121,  -2.29
20021122,  -0.28
20021125,  -1.68
20021126,   1.19
20021127,  -1.19
20021129,  -0.27
20021202,   0.04
20021203,   2.71
20021204,   1.67
20021205,   0.57
20021206,   0.43
20021209,   1.97
20021210,  -0.08
20021211,   0.12
20021212,  -0.17
20021213,   0.37
20021216,   0.47
20021217,  -0.12
20021218,  -0.16
20021219,  -0.18
20021220,   0.34
20021223,   0.43
20021224,  -0.02
20021226,   0.03
20021227,   0.08
20021230,  -0.27
20021231,   0.77
20030102,   2.26
20030103,  -0.07
20030106,   0.10
20030107,   0.41
20030108,  -0.08
20030109,   0.19
20030110,  -0.21
20030113,  -0.01
20030114,  -0.51
20030115,   0.51
20030116,   1.06
20030117,   0.63
20030121,  -0.04
20030122,   0.09
20030123,   0.15
20030124,   0.20
20030127,   0.16
20030128,   0.58
20030129,   0.01
20030130,   0.47
20030131,   0.63
20030203,   0.63
20030204,  -0.11
20030205,  -0.04
20030206,  -0.32
20030207,  -0.47
20030210,  -0.08
20030211,   0.23
20030212,  -0.11
20030213,   0.27
20030214,   1.02
20030218,   1.02
20030219,  -0.57
20030220,  -0.65
20030221,   0.08
20030224,  -0.77
20030225,   0.18
20030226,  -0.06
20030227,   0.54
20030228,   0.11
20030303,   0.30
20030304,  -0.61
20030305,  -0.72
20030306,  -0.50
20030307,  -0.15
20030310,  -0.94
20030311,  -0.36
20030312,   0.37
20030313,   0.91
20030314,   0.53
20030317,   0.46
20030318,   0.49
20030319,   0.33
20030320,   0.27
20030321,  -0.29
20030324,   0.89
20030325,  -0.11
20030326,   0.10
20030327,   0.25
20030328,   0.07
20030331,  -0.17
20030401,   0.46
20030402,   0.19
20030403,  -0.29
20030404,   0.03
20030407,   0.04
20030408,   0.43
20030409,   0.66
20030410,  -0.03
20030411,   0.00
20030414,  -0.21
20030415,  -0.35
20030416,   0.71
20030417,   0.23
20030421,  -0.24
20030422,  -0.18
20030423,   0.15
20030424,   0.70
20030425,   0.72
20030428,  -0.40
20030429,  -0.34
20030430,   0.13
20030501,   0.23
20030502,  -0.37
20030505,  -0.12
20030506,  -0.11
20030507,   0.80
20030508,   0.70
20030509,  -0.63
20030512,  -0.89
20030513,  -0.27
20030514,  -0.30
20030515,  -0.36
20030516,   0.06
20030519,   1.33
20030520,   0.21
20030521,  -0.14
20030522,  -0.71
20030523,  -0.62
20030527,  -0.59
20030528,   0.12
20030529,  -0.05
20030530,  -0.08
20030602,  -0.09
20030603,   0.38
20030604,  -0.82
20030605,  -1.03
20030606,   0.44
20030609,   1.46
20030610,   0.01
20030611,  -0.74
20030612,  -0.16
20030613,   0.51
20030616,   0.31
20030617,   0.17
20030618,   0.56
20030619,   1.21
20030620,   0.11
20030623,   1.03
20030624,   0.01
20030625,   0.28
20030626,  -0.30
20030627,   0.10
20030630,   0.37
20030701,   0.34
20030702,   0.19
20030703,   0.04
20030707,   0.13
20030708,  -0.65
20030709,   0.26
20030710,   0.71
20030711,   0.04
20030714,  -0.52
20030715,  -0.43
20030716,  -0.28
20030717,   1.90
20030718,   0.45
20030721,  -0.26
20030722,  -0.02
20030723,  -0.19
20030724,   0.27
20030725,  -0.51
20030728,  -0.26
20030729,  -0.09
20030730,   0.35
20030731,  -0.10
20030801,  -0.06
20030804,   0.37
20030805,   0.12
20030806,   0.32
20030807,   0.26
20030808,  -0.06
20030811,   0.40
20030812,   0.47
20030813,  -0.15
20030814,   0.00
20030815,   0.20
20030818,  -0.26
20030819,  -0.29
20030820,   0.21
20030821,  -0.48
20030822,  -0.23
20030825,   0.56
20030826,   0.06
20030827,  -0.61
20030828,  -0.31
20030829,  -0.21
20030902,   0.35
20030903,   0.37
20030904,  -0.09
20030905,   0.21
20030908,  -0.49
20030909,   0.25
20030910,   1.89
20030911,  -0.35
20030912,  -0.19
20030915,   0.10
20030916,  -0.66
20030917,  -0.23
20030918,  -0.21
20030919,  -0.10
20030922,   0.14
20030923,  -0.81
20030924,   0.81
20030925,   0.63
20030926,   0.34
20030929,   0.21
20030930,   0.29
20031001,   0.57
20031002,   0.00
20031003,   1.16
20031006,  -0.10
20031007,  -0.15
20031008,  -0.06
20031009,  -0.10
20031010,  -0.28
20031013,  -0.64
20031014,  -0.26
20031015,   0.05
20031016,  -0.02
20031017,   0.08
20031020,   0.05
20031021,  -0.08
20031022,  -0.05
20031023,   0.21
20031024,   0.22
20031027,  -0.42
20031028,  -0.56
20031029,  -0.36
20031030,  -0.21
20031031,   0.49
20031103,  -0.75
20031104,  -0.50
20031105,  -0.31
20031106,  -0.21
20031107,  -0.06
20031110,   0.57
20031111,   0.01
20031112,  -0.15
20031113,  -0.10
20031114,  -0.16
20031117,  -0.06
20031118,  -0.19
20031119,   0.23
20031120,   0.26
20031121,   0.20
20031124,  -0.08
20031125,  -0.14
20031126,   0.01
20031128,   0.03
20031201,  -0.32
20031202,  -0.02
20031203,   0.19
20031204,   0.11
20031205,  -0.46
20031208,  -0.34
20031209,  -0.84
20031210,   0.15
20031211,   0.70
20031212,  -0.21
20031215,  -0.61
20031216,  -0.23
20031217,   0.21
20031218,   0.21
20031219,  -0.19
20031222,  -0.10
20031223,   0.27
20031224,  -0.05
20031226,  -0.03
20031229,   0.01
20031230,   0.27
20031231,   0.20
20040102,  -0.10
20040105,  -0.29
20040106,   0.60
20040107,  -0.02
20040108,  -0.71
20040109,   0.18
20040112,  -0.97
20040113,   0.34
20040114,   0.03
20040115,   0.19
20040116,  -1.24
20040120,  -0.46
20040121,   1.06
20040122,   0.92
20040123,   0.62
20040126,  -0.63
20040127,   0.50
20040128,   0.67
20040129,   0.67
20040130,  -0.13
20040202,  -0.33
20040203,   0.12
20040204,   0.28
20040205,   0.76
20040206,   0.85
20040209,   0.05
20040210,   0.22
20040211,   0.10
20040212,  -0.21
20040213,  -0.23
20040217,   0.24
20040218,   0.03
20040219,  -0.57
20040220,  -0.35
20040223,  -0.97
20040224,   0.18
20040225,   0.49
20040226,   0.21
20040227,  -0.31
20040301,  -0.11
20040302,   0.10
20040303,  -0.16
20040304,   0.19
20040305,  -0.24
20040308,  -0.32
20040309,   0.02
20040310,  -0.33
20040311,   0.29
20040312,   0.91
20040315,  -0.75
20040316,   0.14
20040317,   0.68
20040318,  -0.50
20040319,  -0.25
20040322,  -0.38
20040323,   0.01
20040324,   0.08
20040325,   1.06
20040326,   0.24
20040329,   0.35
20040330,   0.04
20040331,   0.02
20040401,   0.30
20040402,   0.66
20040405,  -0.03
20040406,   0.44
20040407,   0.01
20040408,  -0.28
20040412,  -0.32
20040413,   0.24
20040414,  -0.07
20040415,   0.50
20040416,   0.22
20040419,  -0.50
20040420,   0.41
20040421,  -0.32
20040422,   0.09
20040423,   0.41
20040426,  -0.25
20040427,  -0.37
20040428,   0.06
20040429,  -0.07
20040430,  -0.33
20040503,  -0.51
20040504,   0.95
20040505,   0.13
20040506,  -0.37
20040507,  -0.26
