This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
193708,  -2.92,  -3.80,  -4.77,  -6.99,  -4.93,  -2.54,  -4.78,   0.54, -10.84,  -8.59
193709,  -9.79, -12.85, -17.90, -13.33, -14.75,  -3.43, -14.46, -11.35, -12.09, -16.34
193710,  -7.27, -12.97, -14.09,  -7.07,  -7.34,  -5.36,  -7.21,  -3.61,  -5.25, -10.25
193711,  -6.80, -18.13, -10.39, -13.11,  -6.02,  -3.59, -15.19,  -6.07,   1.94,  -8.21
193712,  -3.22, -16.69,  -3.27,  -1.71,  -2.84,  -3.05,  -8.01,  -3.26, -11.38,  -8.20
193801,   2.59,  11.03,  -1.37,   0.39,  -2.52,  -2.44,   5.49,   3.45,  -5.95,   0.17
193802,   2.89,   2.92,   8.39,   8.93,   4.20,  -2.32,   8.72,   7.92,   2.65,   4.59
193803, -16.29, -27.37, -26.03, -25.36, -28.41, -19.04, -22.58, -15.09, -20.08, -30.46
193804,  11.81,  14.84,  13.72,  15.77,  16.73,  13.47,  15.57,  11.76,  14.53,  14.45
193805,  -0.73,  -7.62,  -7.12,  -6.78,  -3.09,   0.83,  -4.39,   1.05,   1.21,  -4.33
193806,  12.73,  35.97,  32.56,  21.66,  26.68,  10.69,  23.69,   9.41,  16.31,  23.98
193807,   6.26,  19.89,   6.67,   7.23,   5.78,   1.28,   8.92,   5.75,   0.37,   9.80
193808,  -4.46,   5.55,  -2.11,  -9.20,  -1.26,   0.27,  -3.07,  -0.22,  -6.31,  -4.02
193809,   0.04,   0.66,   1.44,   0.67,   1.12,  -0.68,  -0.19,  -0.59,   0.83,  -1.78
193810,   4.88,   6.47,  10.44,  -1.67,  10.05,   3.56,   7.89,   5.58,  20.72,  10.90
193811,  -2.99,  -2.40,  -1.87,  -0.76,  -4.52,   0.63,  -1.10,   0.89,  -7.79,  -2.48
193812,   1.99,   1.98,   5.33,   4.54,   2.56,   1.07,   0.53,   0.31,   3.65,   5.31
193901,  -2.18,  -8.34,  -9.42,  -6.40,  -7.52,   1.81,  -3.29,  -1.00,   0.83,  -8.81
193902,   2.04,   5.75,   2.75,  -1.65,   2.68,   3.51,   5.57,   3.18,   8.08,   4.44
193903,  -6.17, -17.68, -15.81,  -8.48, -15.52,  -3.60,  -9.90,  -4.87, -13.96, -15.53
193904,   0.28,   0.72,  -1.45,  -1.20,  -2.76,   2.75,  -0.55,   0.96,   2.68,  -1.89
193905,   5.00,   6.31,   7.30,   1.88,   8.19,   5.55,  11.02,   4.94,   5.87,   7.71
193906,  -2.46,  -6.85,  -6.68,  -6.29,  -8.60,  -5.13,  -3.03,   0.56,  -3.97,  -8.42
193907,   5.91,  17.55,  12.75,   2.81,  14.01,   6.51,   8.54,   3.04,  12.37,  11.39
193908,  -7.79,  -8.29,  -7.11,  -4.43,  -8.28,  -4.21,  -7.99,  -5.94,  -6.67, -10.26
193909,   4.29,  23.63,  26.72,  25.35,  11.59,   0.99,   1.33,   6.52,   3.24,  24.93
193910,   2.93,  -1.43,  -2.68,  -4.05,  -0.89,   3.05,   5.66,   0.18,   1.79,  -1.64
193911,  -1.32,  -4.60,  -6.85,  -7.03,  -3.54,   0.95,  -3.36,   0.72,  -2.16,  -5.92
193912,   2.58,   3.45,   3.43,  -0.39,   3.05,   1.54,   2.13,   3.02,   2.39,   0.96
194001,   1.43,  -3.84,  -4.76,  -2.30,  -4.20,  -0.12,  -1.19,  -1.82,  -0.42,  -2.81
194002,   0.48,   0.83,   2.29,   0.33,  -0.72,   1.02,   1.84,   0.99,  -1.90,   0.48
194003,   1.24,   3.70,   1.29,   1.67,   2.30,  -0.12,   2.69,   1.39,   1.40,   2.09
194004,   1.45,  -0.55,   0.53,   0.05,  -1.53,   0.33,  -0.50,  -0.35,  -1.80,  -0.82
194005, -21.33, -27.57, -22.69, -25.53, -20.91, -14.16, -24.84, -21.80, -20.62, -24.63
194006,   4.85,   8.51,   3.80,   5.46,   2.08,   7.23,   8.60,   4.27,  16.86,   7.74
194007,  -0.43,   5.90,   4.16,   2.94,   4.96,   1.97,   4.20,  -0.57,  -0.31,   3.12
194008,   0.88,   5.56,   1.81,   0.64,   3.03,  -0.38,   2.13,  -2.91,  -1.75,   2.40
194009,   1.99,   3.01,   3.82,  -2.45,   3.40,   0.29,   2.95,   3.99,  -2.63,   1.82
194010,  -1.78,   3.92,   3.86,   6.13,   2.34,   1.61,  -0.07,  -3.04,   3.35,   5.19
194011,  -1.91,  -2.39,  -2.45,  -0.29,  -4.03,   0.54,  -3.21,  -2.48, -13.80,  -1.39
194012,  -0.11,  -3.61,   0.40,   1.84,  -0.83,   0.71,  -0.43,  -0.95,   1.24,  -0.99
194101,  -0.86,  -9.24,  -7.22,  -2.23,  -2.61,  -2.10,  -3.82,  -2.24,  -2.80,  -1.85
194102,  -3.08,  -0.25,  -2.68,  -1.29,  -0.51,  -2.26,  -3.39,  -5.40,  -1.79,  -0.77
194103,   0.02,  -1.85,   0.34,   3.52,  -0.52,   0.39,   0.76,   1.08,  -4.00,   1.06
194104,  -4.52, -10.59,  -5.89,   1.28,  -8.87,  -6.35,  -5.65,  -5.26, -10.05,  -4.49
194105,  -1.97,  -1.81,   2.78,   4.26,  -0.66,   0.38,   1.67,  -2.32,  -5.18,  -1.42
194106,   5.67,   3.66,   5.99,   5.02,   9.77,   3.53,   4.65,   5.97,   2.94,   3.21
194107,   5.14,   3.88,   6.92,  10.78,   1.65,  -0.39,   4.53,   7.97,   4.74,   7.17
194108,   0.31,   0.23,  -1.43,  -4.03,   0.56,   1.04,   1.65,  -0.57,  -2.82,  -0.25
194109,   1.27,   3.93,  -3.25,  -0.84,  -1.66,  -1.16,   0.03,  -0.41,  -3.52,  -3.26
194110,  -7.43,  -8.04,  -6.78,   2.04, -10.19,  -2.72,  -5.37,  -4.21, -10.22,  -4.24
194111,  -4.06,  -6.12,  -2.59,   1.14,  -2.97,  -4.10,  -5.65,  -3.64,  -7.40,  -3.03
194112,  -4.78, -12.21,  -0.34, -11.42,  -1.04, -10.13, -10.81,  -1.96,  -8.31,  -6.85
194201,   2.14,   6.23,  -2.32,  -1.72,   0.90,  -1.37,   0.36,  -3.56,   3.31,   9.32
194202,  -6.06,   3.77,  -3.13,  -6.48,  -2.67,  -0.59,  -2.73,  -6.16,  -3.27,  -2.26
194203,  -8.96,   1.22,  -6.04,  -8.43,  -7.34,  -8.68,  -7.74,  -5.79, -12.99,  -9.85
194204,  -4.58,  -4.38,  -4.77,  -3.70,  -3.71,  -7.32,  -6.29,  -4.97,  -4.24,  -2.38
194205,   8.17,   8.60,   0.95,   5.37,   7.61,   7.69,  11.08,  13.81,   7.57,   2.92
194206,   2.90,   1.52,   3.01,   4.19,   3.49,  -4.17,   1.84,   2.61,   0.81,   0.59
194207,   2.00,   1.96,   2.55,   5.78,   1.75,   4.48,   4.79,   1.15,  -1.14,   6.10
194208,   0.30,   1.19,   0.54,   2.91,   0.47,   2.46,   0.88,   1.80,   0.13,   1.86
194209,  -0.62,   2.42,   2.85,   2.16,   4.21,   0.20,   0.06,   0.06,   4.84,   2.60
194210,   4.08,   5.79,   6.48,   9.53,   6.21,   6.19,   0.47,   3.70,  14.47,   8.66
194211,   1.92,  -1.33,  -3.48,  -0.47,   1.81,   2.57,   5.36,   1.02,  -1.97,  -3.73
194212,   3.93,   7.91,   4.47,   7.10,   4.95,  -1.32,   1.86,   8.40,   3.51,   2.82
194301,   8.82,   5.22,   6.85,   6.32,   9.76,   3.78,   6.74,   2.09,  14.14,   6.78
194302,   3.14,   6.63,   4.66,   7.41,   3.19,   8.79,   2.36,   3.16,   7.35,   9.02
194303,   3.91,   4.84,   5.59,   6.85,   6.76,  -0.90,   8.15,   4.29,   4.03,   9.39
194304,   0.65,   0.51,  -1.57,   0.89,   1.13,   4.16,   1.58,   1.05,   3.57,   2.09
194305,   6.15,   5.72,   4.78,   4.86,   6.02,   4.55,   7.02,   4.68,   4.05,   5.11
194306,   1.66,   4.72,   0.43,   1.04,   1.84,   0.84,   5.18,   0.30,   3.65,  -1.75
194307,  -2.18,  -9.72,  -6.94,  -3.01,  -7.40,  -0.18,  -3.26,  -3.61,  -0.88,  -5.44
194308,   0.59,   2.65,   0.07,   0.58,   0.27,   0.90,   3.15,  -0.19,   1.50,   1.06
194309,   1.71,   1.56,   2.21,   1.27,   4.57,   0.03,   1.70,   3.80,   3.11,   1.61
194310,  -0.57,  -1.14,  -0.98,  -2.12,  -3.46,   0.73,  -2.50,   0.15,   0.35,  -1.21
194311,  -5.29,  -6.23,  -7.38,  -8.06,  -6.73,  -1.80,  -5.48,  -4.40,  -8.70,  -9.35
194312,   5.58,   7.76,   5.12,   6.74,   7.16,   1.72,   6.23,   3.56,   6.84,   5.92
194401,   3.62,   1.01,   1.83,   0.55,   0.62,   0.86,   0.63,  -0.04,  -0.72,   4.20
194402,  -0.95,   2.52,  -0.96,  -0.37,  -2.39,   0.86,   0.45,  -3.12,   1.19,   1.76
194403,   2.38,   4.63,   1.85,   1.73,   3.16,  -0.63,   1.87,   2.24,   1.19,   2.05
194404,  -2.25,  -1.20,  -2.17,  -1.45,  -1.95,  -0.57,  -1.27,  -2.69,  -1.29,  -2.49
194405,   4.87,   6.83,   4.95,   3.94,   3.33,   2.81,   4.66,   5.18,   1.64,   3.69
194406,   5.25,   9.19,   6.60,   0.38,   6.83,   1.87,   5.45,   3.68,   4.40,   4.95
194407,  -0.65,  -4.94,  -2.06,  -1.39,  -1.86,  -0.37,  -0.20,  -1.56,  -0.16,  -1.02
194408,   2.19,   3.04,   1.48,  -2.54,   1.74,   0.65,   2.58,   0.27,   3.05,   0.07
194409,  -0.62,   0.50,   0.22,  -1.50,  -1.19,  -1.05,   1.45,   0.26,  -1.82,  -0.39
194410,  -0.33,  -2.75,  -0.44,   1.76,   0.80,   0.75,   0.35,   0.70,   0.79,   0.54
194411,   0.61,   1.16,  -0.08,   0.98,   1.22,   0.65,   1.92,  -0.15,  -0.85,   2.98
194412,   1.67,   3.82,   3.61,   4.87,   3.91,  -0.60,   1.58,   1.54,   2.64,   7.59
194501,   2.29,   1.36,   2.71,   4.84,   0.66,  -2.11,  -0.04,   0.27,   5.29,   0.41
194502,   3.58,   6.72,   6.44,   6.91,   6.39,   2.83,   4.01,   3.78,   5.82,   7.49
194503,  -3.39,  -6.15,  -5.13,  -5.44,  -4.37,  -1.43,  -1.69,  -2.02,  -3.66,  -3.91
194504,   6.82,  11.13,   8.30,   6.81,   8.03,   2.51,   6.93,   6.04,   9.65,   8.74
194505,   1.94,  -0.03,   0.19,  -1.68,   1.59,   3.74,   5.88,   3.67,   1.37,   2.19
194506,   0.54,  -1.64,  -0.43,  -0.69,  -2.45,   1.36,  -3.46,  -4.83,   4.91,   4.04
194507,  -1.69,  -1.00,  -3.08,  -3.42,  -1.74,   2.18,  -0.22,  -1.88,  -0.61,  -5.65
194508,   7.38,   8.59,   8.25,   1.72,   9.53,   1.72,   7.74,   8.72,   0.56,   2.21
194509,   5.96,   2.65,   5.89,   1.81,   2.90,   0.70,   5.34,   6.37,   6.33,   5.76
194510,   6.53,   0.19,   2.18,   6.23,   0.75,   2.36,   5.86,   6.32,   5.78,   5.64
194511,   3.18,   1.82,   4.07,   7.15,   2.47,   3.35,   6.28,   8.01,   4.32,   8.16
194512,   1.00,   2.43,   1.21,  -0.44,   1.94,  -0.64,   3.09,   1.39,  -1.20,  -0.30
194601,   4.59,   6.67,   7.91,  -0.16,   6.42,   1.91,  10.81,   7.56,  10.57,   7.21
194602,  -5.11,  -9.60,  -6.50,  -5.07,  -7.51,  -2.84,  -4.58,  -4.66,  -6.02,  -6.37
194603,   6.08,   0.90,   5.44,  10.93,   1.67,   0.04,  11.17,  14.41,   5.89,   4.08
194604,   3.29,   1.41,   4.24,   8.70,   1.66,   1.59,   6.94,  14.50,   4.04,   1.65
194605,   3.02,   4.59,   4.57,   2.93,   4.97,   2.81,   1.58,   5.23,   2.60,   2.96
194606,  -3.84,  -5.98,  -3.83,  -3.28,  -5.70,  -0.79,  -7.90,  -5.64,  -3.01,  -3.64
194607,  -1.02,  -4.76,  -3.37,  -0.22,  -3.35,  -0.08,  -3.20,  -3.42,  -3.85,  -5.17
194608,  -5.58, -10.90,  -7.18,  -6.04,  -7.06,  -7.02,  -5.24,  -3.69,  -5.73,  -7.09
194609, -10.98, -14.96, -10.68,  -8.21, -10.29,  -5.91,  -7.20,  -7.23,  -9.18, -14.81
194610,   0.02,  -3.32,  -2.06,  -0.80,  -2.88,  -5.13,  -2.42,  -0.48,   0.98,  -0.58
194611,  -1.92,  -1.97,   0.84,  -0.31,  -2.39,   1.75,  -6.02,   0.85,   0.30,  -0.62
194612,   3.09,   5.97,   6.02,   3.88,   3.83,   2.48,   3.08,   6.86,   5.85,   1.90
194701,  -0.12,  10.87,   0.77,  -0.74,   5.35,   1.03,   0.37,  -5.52,  -0.42,   0.27
194702,  -0.74,   0.54,  -1.29,  -3.20,  -2.29,  -2.07,  -1.02,  -4.59,  -1.33,  -1.72
194703,  -2.66,  -2.81,  -1.91,   2.17,  -2.89,  -3.40,  -2.58,  -1.56,  -3.03,  -3.92
194704,  -7.07,  -4.09,  -5.90,  -0.60,  -5.29,  -0.22,  -8.26,  -8.83,  -4.25,  -6.35
194705,  -0.96,  -3.27,  -2.77,   1.30,  -0.54,  -1.12,  -0.85,  -3.19,  -3.00,  -2.76
194706,   6.03,   5.76,   5.30,   7.58,   3.20,  -4.46,   9.44,   3.87,   3.73,   2.49
194707,   4.30,   5.17,   3.69,   3.67,   6.24,   0.81,   4.36,   2.34,   2.02,   5.84
194708,  -1.91,  -1.81,  -1.64,  -2.81,  -4.42,   0.34,  -4.10,  -4.30,  -0.16,  -3.64
194709,  -0.12,   0.04,   0.20,  -2.88,   0.41,  -0.49,  -3.22,  -2.91,  -1.70,  -1.53
194710,   0.97,   2.88,   3.07,   5.11,   1.66,   0.21,   2.83,   0.96,  -0.35,   0.80
194711,  -2.51,  -3.86,  -2.26,  -1.90,  -0.98,  -2.60,  -3.47,  -3.66,  -8.12,  -3.03
194712,  -0.01,   1.86,   1.76,   8.83,   1.45,  -0.95,  -0.48,   2.67,   0.76,   2.90
194801,  -3.11,  -5.36,  -4.19,  -7.54,  -5.57,   0.10,  -3.56,  -8.56,  -0.63,  -1.10
194802,  -6.66,  -6.57,  -6.04,  -3.57,  -4.20,  -1.09,  -4.53,  -4.07,  -3.90,  -4.56
194803,   4.71,   6.98,   9.17,   9.65,  10.35,   0.48,   6.19,   5.94,   6.01,   9.10
194804,   0.96,   1.13,   2.37,  10.78,  -0.67,   2.65,   4.73,   1.89,   1.12,   3.16
194805,   4.51,  13.24,   7.19,   5.51,  12.51,   2.46,   8.13,   6.27,   5.28,   6.05
194806,  -2.49,   0.14,  -1.48,   3.14,  -2.10,  -0.96,  -1.70,  -2.52,   2.10,  -1.48
194807,  -2.06,  -4.39,  -5.13,  -7.28,  -6.65,  -1.65,  -7.93,  -4.49,  -4.62,  -5.09
194808,  -0.57,  -0.26,  -0.38,  -2.73,   2.81,   0.03,   1.92,  -2.42,  -0.32,   1.03
194809,  -4.57,  -4.14,  -3.22,  -4.66,  -3.95,  -1.67,  -1.37,  -3.44,  -1.37,  -4.05
194810,   3.12,   7.91,   6.54,   8.75,   6.77,   1.11,   3.91,   4.92,   3.55,   4.58
194811,  -7.06, -14.13, -11.55, -12.95,  -9.62,  -2.08,  -7.16,  -6.71,  -9.55, -11.39
194812,   0.01,   2.84,   3.17,   4.12,   5.02,  -0.39,   0.72,   3.99,   2.18,   1.59
194901,   3.15,   2.42,   0.17,  -3.97,  -1.39,  -1.26,   0.87,   4.31,   4.31,   0.08
194902,  -2.57,  -5.42,  -4.35,  -4.89,  -4.43,  -0.31,  -3.12,  -1.49,   0.27,  -3.78
194903,   2.54,   3.13,   3.07,   5.70,   4.96,  -0.15,   3.95,   5.12,   3.10,   3.82
194904,  -2.03,  -4.26,  -3.68,   0.63,  -3.79,  -1.64,  -1.96,   0.00,   0.84,  -1.65
194905,  -1.01,  -4.72,  -4.16,  -6.19,  -5.54,  -2.19,  -0.42,  -2.41,  -1.05,  -3.42
194906,   0.52,   1.05,  -0.44,  -1.68,  -0.84,  -0.46,   2.40,   1.73,  -1.55,  -2.20
194907,   4.57,   9.42,   5.81,   6.11,   6.88,   2.41,   4.90,   5.76,   4.43,   4.03
194908,   3.42,   0.51,   1.18,   4.59,   0.31,   0.95,   0.79,  -0.33,   3.21,   0.79
194909,   2.27,   2.35,   3.50,   2.97,   3.00,  -0.32,   1.94,   1.49,   3.45,   2.77
194910,   1.10,   7.31,   4.18,   3.61,   3.69,   1.88,   0.49,   3.15,   0.91,   2.20
194911,   0.96,   0.16,   1.63,  -4.48,   3.43,   1.65,   1.10,   3.86,   2.79,   0.31
194912,   4.54,   7.72,   5.74,   0.57,   7.67,   0.09,   4.00,   8.33,   2.75,   6.36
195001,   0.92,   1.83,   1.84,  -0.76,   4.50,   1.86,   0.18,   0.87,   3.28,   2.98
195002,   0.01,   1.75,   1.21,  -1.54,   3.11,   0.64,   1.59,   1.44,   2.12,   0.51
195003,  -1.12,   1.68,   0.33,   4.63,   1.71,   3.10,  -0.55,  -3.21,  -0.12,  -1.39
195004,  -0.21,  10.53,   7.25,   3.06,   4.61,   2.37,  -0.63,   5.32,   0.58,   1.36
195005,   1.57,   4.91,   5.13,   7.78,  -0.05,   1.95,   2.58,   3.46,   1.35,   0.61
195006,  -6.15,  -4.23,  -6.95,  -4.75,  -8.68,  -5.64,  -4.78,  -4.49,  -8.24,  -7.47
195007,   0.08,  -2.74,   2.02,   8.71,  -2.94,  -1.33,  -1.16,  -7.17,  -5.55,   7.24
195008,   3.32,   5.61,   5.16,   3.21,   4.81,   2.53,   3.65,   3.16,   2.82,   1.64
195009,   4.24,   8.13,   4.13,   3.40,   4.35,  -1.90,   8.07,   5.82,   3.91,   5.95
195010,  -0.81,   0.58,   0.32,   0.20,  -1.54,   0.21,   0.66,  -2.05,  -1.15,  -1.81
195011,  -0.90,  -6.60,   3.80,   3.30,   1.41,  -0.26,  -0.08,   3.66,  -1.74,   2.70
195012,   2.27,   1.08,   6.01,   8.47,   2.73,   0.35,   1.92,   5.61,   3.07,  10.04
195101,   4.18,   9.20,   5.94,   6.08,   7.68,   1.88,   3.38,   2.89,   4.62,   6.26
195102,   0.44,   1.00,   0.59,   0.18,   0.62,   4.09,   2.44,   1.09,   2.58,  -0.89
195103,  -3.34,   0.99,  -3.42,  -2.50,  -1.70,  -2.50,  -2.44,   1.39,  -1.94,  -3.68
195104,   0.60,   3.41,   6.70,  10.76,   3.00,   0.85,   0.13,  10.21,  -0.16,   3.58
195105,  -1.87,  -7.00,  -2.90,  -4.04,  -3.10,  -0.44,  -1.87,   1.24,  -0.48,  -3.94
195106,  -4.06,  -6.99,  -4.14,   0.98,  -2.38,  -1.62,  -3.02,   0.54,  -1.11,  -5.65
195107,   2.85,   3.08,   8.31,  11.32,   5.99,   2.80,   2.69,  14.14,   4.96,   7.21
195108,   2.85,   5.11,   4.06,   4.54,   5.50,   2.63,   2.01,  -1.68,   1.55,   2.84
195109,  -0.99,   2.52,  -0.09,  -0.86,   2.78,  -1.43,   2.89,  -2.06,   0.85,   3.17
195110,  -3.41,  -2.10,  -4.34,   0.99,  -5.89,  -1.08,  -3.29,  -6.13,   0.27,  -3.81
195111,  -0.98,   0.26,  -0.64,  -2.13,   1.63,   0.30,   0.36,  -1.06,   1.18,   1.16
195112,   1.39,   2.26,   4.05,   4.59,   4.27,  -0.42,  -0.71,   4.74,   2.76,   1.36
195201,   0.30,  -1.19,  -0.44,   6.52,  -1.88,   0.17,  -0.88,   0.55,   2.59,   3.17
195202,  -2.74,  -1.25,  -4.58,  -4.31,  -3.75,  -0.64,  -4.30,  -4.58,   0.25,  -2.14
195203,   1.16,   8.17,   2.65,   8.62,   4.16,  -0.18,   2.12,   0.06,   1.75,   5.09
195204,  -3.52,  -3.03,  -6.85,  -7.72,  -3.59,  -0.74,  -2.06,  -5.64,  -2.20,  -3.53
195205,   1.45,   2.39,   3.54,   2.51,   2.64,   1.01,   2.05,   2.11,   2.56,   2.18
195206,   2.39,   5.08,   3.99,   5.36,   4.89,   0.62,   2.61,  -1.29,   0.56,   3.54
195207,   0.45,   2.49,   2.05,  -1.10,   1.50,   0.24,   1.74,  -4.58,   1.72,   1.00
195208,   0.30,   0.56,  -2.38,  -3.69,  -0.49,   0.87,  -0.95,  -1.00,   1.55,  -0.65
195209,  -3.38,  -0.89,  -2.44,  -4.38,   0.19,  -1.77,  -1.06,  -4.60,  -0.15,  -1.84
195210,  -1.44,   1.12,  -1.69,   0.28,  -1.24,   0.92,  -1.31,  -1.52,   0.02,  -1.90
195211,   5.10,   5.00,   7.56,   0.88,   8.49,   3.90,   3.48,   6.66,   4.78,   6.38
195212,   0.93,   6.87,   2.24,   4.46,   2.03,  -0.37,   0.62,  -2.34,   1.33,   3.14
195301,   1.83,  -0.37,   0.60,  -3.05,  -2.13,   1.02,   0.60,  -5.34,   0.57,   0.84
195302,   1.02,  -2.55,  -1.77,  -0.69,   0.18,  -0.44,  -0.77,   1.65,   0.00,  -0.87
195303,  -2.15,  -4.48,  -1.93,  -0.64,  -1.48,  -1.82,  -0.85,  -0.65,  -0.28,  -1.94
195304,  -0.44,  -1.99,  -2.86,  -5.22,  -0.98,  -1.04,  -1.08,  -5.41,  -3.53,  -3.41
195305,  -0.40,  -1.49,  -0.47,   0.74,   0.76,   0.35,   1.00,  -0.52,  -0.49,   0.78
195306,  -1.30,  -3.43,  -2.69,  -0.16,  -2.75,  -0.93,  -2.55,  -3.80,  -3.51,  -2.55
195307,   2.42,   0.68,   2.41,   3.89,   2.18,   0.94,   1.77,   3.56,   2.99,   1.23
195308,  -4.06,  -7.87,  -5.57,  -7.54,  -4.83,  -0.85,  -2.94,  -0.41,  -0.79,  -7.34
195309,  -0.42,  -0.93,   0.80,  -2.01,   2.35,   0.33,  -0.27,   0.05,   1.03,  -1.45
195310,   0.55,   7.71,   5.85,   5.53,   7.04,   1.38,   0.67,   2.46,   4.18,   3.48
195311,  -0.29,  -1.16,   3.06,   0.60,   4.10,   2.22,   2.28,   7.21,   2.49,   1.82
195312,  -1.04,  -1.34,   0.17,   0.32,  -0.45,  -0.88,   0.52,  -1.92,   0.09,  -3.09
195401,   4.04,   5.28,   4.45,   8.60,   6.90,   1.89,   3.09,   5.58,   2.98,   6.41
195402,  -1.05,   0.20,   0.18,   1.79,   5.10,   2.56,  -0.29,  -0.66,   1.22,   0.89
195403,   0.94,   3.41,   4.57,   4.20,   7.87,   0.35,   0.07,  -0.04,   2.44,   1.28
195404,   0.71,   4.07,   5.59,   6.11,   8.84,   1.98,   1.35,   1.01,   0.88,   2.71
195405,   1.84,   3.10,   3.75,   2.05,  -0.47,   1.22,   2.20,   1.19,   2.30,   3.74
195406,   0.29,   1.12,   3.37,  -5.94,   8.63,  -0.78,   2.20,  -2.90,   0.75,   1.03
195407,   6.18,   9.85,   5.06,   4.19,   0.04,   4.36,   4.04,   8.14,   5.11,   6.66
195408,  -3.33,  -4.54,  -4.42,  -0.53,  -4.55,  -1.56,  -0.85,  -3.04,  -2.12,  -2.80
195409,   3.33,  14.43,   6.35,   9.93,   6.74,   1.33,   4.60,   2.48,   1.58,   3.94
195410,  -2.36,  -0.77,  -1.24,  -2.10,  -1.82,  -0.85,  -2.68,  -1.80,  -4.13,   0.24
195411,   5.47,   2.46,  12.54,   7.06,  13.06,   3.40,   7.49,  11.72,   5.21,  10.26
195412,   3.80,   7.21,   6.29,   6.40,   2.34,   0.33,   1.61,   5.80,   3.18,   8.76
195501,   0.18,   0.54,  -0.19,   0.37,   4.13,   0.80,   1.57,  -3.04,   1.16,   0.75
195502,   0.90,  -2.02,   3.56,   1.64,   4.90,   3.97,   0.74,   2.41,   3.30,   3.23
195503,  -1.29,  -0.01,   0.12,  -0.32,  -2.05,  -1.38,  -1.72,   5.81,  -1.16,   0.52
195504,   3.89,   5.67,   4.22,   0.54,   5.38,   1.97,   1.69,  -0.14,   2.18,   3.31
195505,  -0.81,  -2.10,   2.44,  -1.42,   0.04,   1.25,   2.43,   2.75,  -0.57,   1.11
195506,   2.20,  10.06,   9.40,  11.14,   4.00,  -0.46,   4.19,  -0.16,   1.26,   1.98
195507,   1.84,  18.81,  -1.47,   2.73,  -3.06,   2.61,   1.89,   0.00,   3.42,  -1.88
195508,  -1.23,  -5.31,   2.52,  -1.82,  -0.11,  -2.60,   1.08,  -0.28,  -0.31,  -0.11
195509,  -2.11,   8.73,  -0.72,  -0.44,  -4.66,   0.01,   3.20,  -3.45,  -3.03,  -2.83
195510,  -0.94,  -4.87,  -3.26,  -1.08,  -5.47,  -1.15,  -2.64,   0.66,  -1.34,  -2.93
195511,   2.88,   7.09,   7.05,   7.53,  10.49,   1.57,   5.48,   5.43,   2.91,   6.95
195512,   0.69,  -4.14,   2.89,   3.66,   4.50,  -0.32,  -1.24,   5.93,  -0.50,  -1.20
195601,  -1.75,  -6.59,  -4.82,   0.36,  -5.34,   1.86,  -4.58,  -6.68,  -0.62,  -2.91
195602,   0.53,   4.60,   4.32,   3.88,   5.82,   0.15,   2.24,   7.75,   1.43,   2.54
195603,   1.26,   4.06,   7.78,  11.38,   9.86,   0.24,   0.14,   7.00,   3.41,   5.34
195604,   0.72,  -5.20,   1.10,   3.60,  -0.51,  -0.88,  -1.97,   2.60,  -2.49,   0.36
195605,  -3.82,  -5.47,  -6.83,  -6.99,  -5.63,  -1.11,  -5.15,  -1.65,  -1.19,  -6.10
195606,   0.25,   6.57,   4.70,   2.70,   6.19,   0.10,   1.91,   3.26,   1.90,   1.25
195607,   1.82,   4.55,   6.12,   5.84,   5.28,   2.69,   4.61,   2.96,   4.94,   2.30
195608,  -1.99,  -0.40,  -3.70,  -5.82,  -3.78,  -1.52,  -3.26,  -3.50,  -2.90,  -4.11
195609,  -3.74,  -0.94,  -6.36,  -5.82,  -7.27,  -3.92,  -4.84,  -3.91,  -4.20,  -4.79
195610,   0.26,  -1.38,   0.81,   0.30,   3.25,  -1.39,   1.28,   0.43,   0.72,   0.87
195611,  -1.24,  -4.56,  -1.69,   4.51,   0.40,   1.42,  -2.78,  -2.14,  -0.06,  -0.66
195612,   0.75,   0.81,   4.60,   4.10,   3.87,   1.30,  -1.11,   5.53,   1.43,   1.33
195701,   1.63,  -4.90,  -5.85,  -4.27,  -5.65,   2.90,  -1.50,  -2.37,   2.29,  -0.82
195702,  -2.18,  -2.78,  -3.35,  -2.88,  -0.79,   0.30,  -1.59,  -0.80,  -0.76,  -3.12
195703,   1.16,   0.40,   1.77,   3.11,   4.20,   0.29,   1.83,   7.95,   1.31,   1.82
195704,   1.22,   7.32,   3.43,   6.81,   8.38,   0.45,   0.03,   5.28,   2.90,   2.99
195705,   0.74,  -0.44,   2.99,   7.02,   5.55,   0.97,   2.05,   4.27,   1.76,   0.72
195706,  -1.12,  -0.27,   0.02,  -1.79,   4.84,  -3.27,  -2.39,   6.20,  -5.45,  -1.52
195707,   0.80,   3.25,   0.34,   0.84,   1.06,  -0.24,   2.70,   2.86,  -0.36,   0.93
195708,  -2.60,  -3.76,  -6.79,  -6.25,  -7.30,  -0.30,  -3.34,  -2.78,  -3.02,  -6.09
195709,  -1.64,  -7.20,  -7.10,  -8.03,  -6.76,  -3.33,   0.08,  -3.85,  -2.17,  -6.99
